(1),(2),(3a),(3b),(4),(5),(6),(7a),(7b),(8),(9a),(9b),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19 ADR),(19 RID),(20),(1) 
0221,"STRIDSHODER, TORPEDOER med sprengladning",1,1.1D,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0221
0222,AMMONIUMNITRAT,1,1.1D,,"1
(+13)",370,0,E0,"P112(b)
(c)
IBC100","PP47
 
B3, B17",MP20,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.1D,0222
0224,"BARIUMAZID, tørr eller fuktet med under 50 masseprosent vann
RID: ikke tillatt",1,1.1A,,"1
+6.1",,0,E0,P110(b),PP42,MP20,,,,,,"0
(B)","V2
V3",,"CV1
CV2
CV3
CV28",S1,,,0224
0225,"OVERDRAGERE MED
DETONATOR",1,1.1B,,"1
(+13)",,0,E0,P133,PP69,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1B,0225
0226,"CYCLOTETRAMETYLENTETRANITRAMIN (HMX; OCTOGEN), FUKTET med ikke under 15 masse­prosent vann",1,1.1D,,"1
(+15)",266,0,E0,P112(a),PP45,MP20,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0226
0234,"NATRIUMDINITRO-o-KRESOLAT, tørr eller fuktet med under 15 masseprosent vann",1,1.3C,,"1
(+13)",,0,E0,"P114(a)
(b)",PP26,MP20,,,,,,"1
(C5000D)","V2
V3",,"CV1
CV2
CV3",S1,,1.3C,0234
0235,"NATRIUMPICRAMAT, tørr eller fuktet med under 20 masseprosent vann",1,1.3C,,"1
(+13)",,0,E0,"P114(a)
(b)",PP26,MP20,,,,,,"1
(C5000D)","V2
V3",,"CV1
CV2
CV3",S1,,1.3C,0235
0236,"ZIRCONIUMPICRAMAT, tørr eller fuktet med under 20 masseprosent vann",1,1.3C,,"1
(+13)",,0,E0,"P114(a)
(b)",PP26,MP20,,,,,,"1
(C5000D)","V2
V3",,"CV1
CV2
CV3",S1,,1.3C,0236
0237,"LADNINGER, RETTET,
FLEKSIBLE, LINEÆRE",1,1.4D,,1.4,,0,E0,P138,,MP21,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4D,0237
0238,"RAKETTER, LINEKASTERE",1,1.2G,,1,,0,E0,"P130
LP101",,MP23 MP24,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2G,0238
0240,"RAKETTER, LINEKASTERE",1,1.3G,,1,,0,E0,"P130
LP101",,MP23 MP24,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0240
0241,"SPRENGSTOFF, TYPE E",1,1.1D,,"1
(+13)",617,0,E0,"P116
 
IBC100","PP61
PP62
B10",MP20,,,,,,"1
(B1000C)","V2
V12",,"CV1
CV2
CV3",S1,,1.1D,0241
0242,"LADNINGER, DRIV FOR
ARTILLERI OG BOMBEKASTER",1,1.3C,,1,,0,E0,"P130
LP101",,MP22,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0242
0243,"AMMUNISJON, BRANN, HVITT FOSFOR med sprengladning,
utstøterladning eller drivladning",1,1.2H,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2H,0243
0244,"AMMUNISJON, BRANN, HVITT FOSFOR med sprengladning,
utstøterladning eller drivladning",1,1.3H,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"1
(C)",V2,,"CV1
CV2
CV3",S1,,1.3H,0244
0245,"AMMUNISJON, RØYK, HVITT FOSFOR med sprengladning,
utstøterladning eller drivladning",1,1.2H,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2H,0245
0246,"AMMUNISJON, RØYK, HVITT FOSFOR med sprengladning,
utstøterladning eller drivladning",1,1.3H,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"1
(C)",V2,,"CV1
CV2
CV3",S1,,1.3H,0246
0247,"AMMUNISJON, BRANN, flytende eller gel, med sprengladning,
utstøterladning eller drivladning",1,1.3J,,"1
(+13)",,0,E0,P101,,MP23,,,,,,"1
(C)",V2,,"CV1
CV2
CV3",S1,,1.3J,0247
0248,"INNRETNINGER,
VANNAKTIVERBARE med
sprengladning, utstøterladning
eller drivladning",1,1.2L,,"1
(+13)",274,0,E0,P144,PP77,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.2L,0248
0249,"INNRETNINGER,
VANNAKTIVERBARE med
sprengladning, utstøterladning
eller drivladning",1,1.3L,,"1
(+13)",274,0,E0,P144,PP77,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.3L,0249
0250,"RAKETTMOTORER MED
HYPERGOLE VÆSKER med eller uten utstøterladning",1,1.3L,,"1
(+13)",,0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.3L,0250
0254,"AMMUNISJON, LYS med eller uten sprengladning, utstøterladning eller drivladning",1,1.3G,,1,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0254
0255,"TENNERE, ELEKTRISKE for sprengning",1,1.4B,,1.4,,0,E0,P131,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0255
0257,"BRANNRØR, TENNRØR",1,1.4B,,1.4,,0,E0,P141,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0257
0266,"OKTOLIT, (OKTOL), tørt eller
fuktet med under 15 masseprosent vann",1,1.1D,,"1
(+13)",,0,E0,"P112 (a), (b) eller (c)",,MP20,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.1D,0266
0267,"TENNERE, IKKE ELEKTRISKE for sprengning",1,1.4B,,1.4,,0,E0,P131,PP68,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0267
0268,"OVERDRAGERE MED
DETONATOR",1,1.2B,,"1
(+13)",,0,E0,P133,PP69,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2B,0268
0271,"LADNINGER, DRIV",1,1.1C,,"1
(+13)",,0,E0,P143,PP76,MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1C,0271
0272,"LADNINGER, DRIV",1,1.3C,,1,,0,E0,P143,PP76,MP22,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0272
0275,"PATRONER, DRIV",1,1.3C,,1,,0,E0,"P134
LP102",,MP22,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0275
0276,"PATRONER, DRIV",1,1.4C,,1.4,,0,E0,"P134
LP102",,MP22,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4C,0276
0277,"PATRONER, PERFORERINGS, FOR OLJEBRØNNER",1,1.3C,,1,,0,E0,"P134
LP102",,MP22,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0277
0278,"PATRONER, PERFORERINGS, FOR OLJEBRØNNER",1,1.4C,,1.4,,0,E0,"P134
LP102",,MP22,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4C,0278
0279,"LADNINGER, DRIV FOR
ARTILLERI OG BOMBEKASTER",1,1.1C,,"1
(+13)",,0,E0,"P130
LP101",,MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1C,0279
0280,RAKETTMOTORER,1,1.1C,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1C,0280
0281,RAKETTMOTORER,1,1.2C,,1,,0,E0,"P130
LP101","PP67
L1",MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2C,0281
0282,"NITROGUANIDIN (PIKRIT), tørr eller fuktet med under 20 masseprosent vann",1,1.1D,,"1
(+13)",,0,E0,"P112 (a), (b) eller (c)",,MP20,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.1D,0282
0283,OVERDRAGERE uten detonator,1,1.2D,,1,,0,E0,"P132
a) eller b)",,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2D,0283
0284,"GRANATER, hånd- eller gevær-, med sprengladning",1,1.1D,,"1
(+13)",,0,E0,P141,,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0284
0285,"GRANATER, hånd- eller gevær-, med sprengladning",1,1.2D,,1,,0,E0,P141,,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2D,0285
0286,"STRIDSHODER, RAKETTER med sprengladning",1,1.1D,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0286
0287,"STRIDSHODER, RAKETTER med sprengladning",1,1.2D,,1,,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2D,0287
0288,"LADNINGER, RETTET,
FLEKSIBLE, LINEÆRE",1,1.1D,,"1
(+13)",,0,E0,P138,,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0288
0289,"LUNTE, DETONERENDE, fleksibel",1,1.4D,,1.4,,0,E0,P139,"PP71
PP72",MP21,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4D,0289
0290,"LUNTE, DETONERENDE,
metalldekket",1,1.1D,,"1
(+13)",,0,E0,P139,PP71,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0290
0291,BOMBER med sprengladning,1,1.2F,,"1
(+13)",,0,E0,"P130
LP101",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2F,0291
0292,"GRANATER, hånd- eller gevær-, med sprengladning",1,1.1F,,"1
(+13)",,0,E0,P141,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1F,0292
0293,"GRANATER, hånd- eller gevær-, med sprengladning",1,1.2F,,"1
(+13)",,0,E0,P141,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2F,0293
0294,MINER med sprengladning,1,1.2F,,"1
(+13)",,0,E0,"P130
LP101",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2F,0294
0295,RAKETTER med sprengladning,1,1.2F,,"1
(+13)",,0,E0,"P130
LP101",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2F,0295
0296,"LODDSKUDD, EKSPLOSIVE",1,1.1F,,"1
 (+13)",,0,E0,"P134
LP102",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1F,0296
0297,"AMMUNISJON, LYS med eller uten sprengladning, utstøterladning eller drivladning",1,1.4G,,1.4,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0297
0299,"BOMBER, FOTO-FLASH",1,1.3G,,1,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0299
0300,"AMMUNISJON, BRANN med eller uten sprengladning, utstøterladning eller drivladning",1,1.4G,,1.4,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0300
0301,"AMMUNISJON, TÅREGASS med sprengladning, utstøterladning eller drivladning",1,1.4G,,"1.4
+6.1
+8",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3
CV28",S1,,1.4G,0301
0303,"AMMUNISJON, RØYK med eller uten sprengladning, utstøterladning eller drivladning, inneholder stoff som er giftig ved innånding",1,1.4G,,"1.4
+6.1",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3
CV28",S1,,1.4G,0303
0303,"AMMUNISJON, RØYK med eller uten sprengladning, utstøterladning eller drivladning",1,1.4G,,1.4,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0303
0303,"AMMUNISJON, RØYK med eller uten sprengladning, utstøterladning eller drivladning, inneholdende etsende stoffer",1,1.4G,,"1.4
+8",,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0303
0305,LYSSATS,1,1.3G,,1,,0,E0,P113,PP49,MP20,,,,,,"1
(C5000D)","V2
V3",,"CV1
CV2
CV3",S1,,1.3G,0305
0306,SPORLYS FOR AMMUNISJON,1,1.4G,,1.4,,0,E0,P133,PP69,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0306
0312,"PATRONER, SIGNAL",1,1.4G,,1.4,,0,E0,P135,,MP23 MP24,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0312
0313,"SIGNALER, RØYK",1,1.2G,,1,,0,E0,P135,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2G,0313
0314,TENNERE,1,1.2G,,1,,0,E0,P142,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2G,0314
0315,TENNERE,1,1.3G,,1,,0,E0,P142,,MP23,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0315
0316,TENNMEKANISMER,1,1.3G,,1,,0,E0,P141,,MP23,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0316
0317,TENNMEKANISMER,1,1.4G,,1.4,,0,E0,P141,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0317
0318,"GRANATER, ØVELSES, hånd eller gevær",1,1.3G,,1,,0,E0,P141,,MP23,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0318
0319,TENNPATRONER,1,1.3G,,1,,0,E0,P133,,MP23,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3G,0319
0320,TENNPATRONER,1,1.4G,,1.4,,0,E0,P133,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0320
0321,"AMMUNISJON, spreng",1,1.2E,,1,,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2E,0321
0322,"RAKETTMOTORER MED
HYPERGOLE VÆSKER med eller uten utstøterladning",1,1.2L,,"1
(+13)",,0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.2L,0322
0323,"PATRONER, DRIV",1,1.4S,,1.4,"
347",0,E0,"P134
LP102",,MP23,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0323
0324,PROSJEKTILER med sprengladning,1,1.2F,,"1
(+13)",,0,E0,"P130
LP101",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2F,0324
0325,TENNERE,1,1.4G,,1.4,,0,E0,P142,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0325
0326,"AMMUNISJON, LØS",1,1.1C,,"1
(+13)",,0,E0,"P130
LP101",,MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1C,0326
0327,"AMMUNISJON, LØS eller
AMMUNISJON, LØS,
HÅNDVÅPEN",1,1.3C,,1,,0,E0,"P130
LP101",,MP22,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0327
0328,"AMMUNISJON, KALDT
PROSJEKTIL",1,1.2C,,1,,0,E0,"P130
LP101","PP67
L1",MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2C,0328
0329,TORPEDOER med sprengladning,1,1.1E,,"1
(+13)",,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1E,0329
0330,TORPEDOER med sprengladning,1,1.1F,,"1
(+13)",,0,E0,"P130
LP101",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1F,0330
0331,"SPRENGSTOFF, TYPE B (SPRENGMIDDEL, TYPE B)",1,1.5D,,1.5,617,0,E0,"P116
 
 
IBC100","PP61
PP62
PP64",MP20,T1,"TP17
TP32","ADR:
S2.65AN
(+)","TU3
TU12
TU41
TC8
TA1
TA5",EX/III,"1
(B1000C)","V2
V12",,"CV1
CV2
CV3",S1,,1.5D,0331
0332,"SPRENGSTOFF, TYPE E (SPRENGMIDDEL, TYPE E)",1,1.5D,,1.5,617,0,E0,"P116
 
IBC100","PP61
PP62",MP20,T1,"TP1
TP17
TP32",,,EX/III,"1
(B1000C)","V2
V12",,"CV1
CV2
CV3",S1,,1.5D,0332
0333,FYRVERKERI,1,1.1G,,"1
(+13)",645,0,E0,P135,,MP23 MP24,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.1G,0333
0334,FYRVERKERI,1,1.2G,,1,645,0,E0,P135,,MP23 MP24,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.2G,0334
0335,FYRVERKERI,1,1.3G,,1,645,0,E0,P135,,MP23 MP24,,,,,,"1
(C5000D)","V2
V3",,"CV1
CV2
CV3",S1,,1.3G,0335
0336,FYRVERKERI,1,1.4G,,1.4,"645
651",0,E0,P135,,MP23 MP24,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0336
0337,FYRVERKERI,1,1.4S,,1.4,645,0,E0,P135,,MP23 MP24,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0337
0338,"AMMUNISJON, LØS eller
AMMUNISJON, LØS,
HÅNDVÅPEN",1,1.4C,,1.4,,0,E0,"P130
LP101",,MP22,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4C,0338
0339,"AMMUNISJON, KALDT
PROSJEKTIL eller AMMUNISJON, HÅNDVÅPEN",1,1.4C,,1.4,,0,E0,"P130
LP101",,MP22,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4C,0339
0340,"NITROCELLULOSE, tørr eller
fuktet med under 25 masseprosent vann (eller alkohol)",1,1.1D,,"1
(+15)",393,0,E0,"P112(a)
(b)",,MP20,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.1D,0340
0341,"NITROCELLULOSE, ubehandlet
eller behandlet med under 18 masse­prosent mykner",1,1.1D,,"1
 (+15)",393,0,E0,P112(b),,MP20,,,,,,"1
(B1000C)","V2
V3",,"CV1
CV2
CV3",S1,,1.1D,0341
0342,"NITROCELLULOSE, FUKTET med ikke under 25 masseprosent alkohol",1,1.3C,,"1
(+13)","105
393",0,E0,P114(a),PP43,MP20,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0342
0343,"NITROCELLULOSE, MYKNET med ikke under 18 masseprosent mykner",1,1.3C,,"1
(+13)","105
393",0,E0,P111,,MP20,,,,,,"1
(C5000D)",V2,,"CV1
CV2
CV3",S1,,1.3C,0343
0344,PROSJEKTILER med sprengladning,1,1.4D,,1.4,,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4D,0344
0345,"PROSJEKTILER, kalde med sporlys",1,1.4S,,1.4,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0345
0346,PROSJEKTILER med spreng- eller utstøterladning,1,1.2D,,1,,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2D,0346
0347,PROSJEKTILER med spreng- eller utstøterladning,1,1.4D,,1.4,,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4D,0347
0348,"AMMUNISJON, spreng",1,1.4F,,1.4,,0,E0,"P130
LP101",,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4F,0348
0349,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.4S,,1.4,"178
274
347",0,E0,P101,,MP2,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0349
0350,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.4B,,1.4,"178
274",0,E0,P101,,MP2,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0350
0351,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.4C,,1.4,"178
274",0,E0,P101,,MP2,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4C,0351
0352,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.4D,,1.4,"178
274",0,E0,P101,,MP2,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4D,0352
0353,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.4G,,1.4,"178
274",0,E0,P101,,MP2,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0353
0354,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.1L,,"1
(+13)","178
274",0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.1L,0354
0355,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.2L,,"1
(+13)","178
274",0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.2L,0355
0356,"GJENSTANDER, EKSPLOSIVE, N.O.S.",1,1.3L,,"1
(+13)","178
274",0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.3L,0356
0357,"EKSPLOSIVSTOFFER, N.O.S.",1,1.1L,,"1
(+13)","178
274",0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.1L,0357
0358,"EKSPLOSIVSTOFFER, N.O.S.",1,1.2L,,"1
(+13)","178
274",0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.2L,0358
0359,"EKSPLOSIVSTOFFER, N.O.S.",1,1.3L,,"1
(+13)","178
274",0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.3L,0359
0360,"TENNERSAMMENSTILLINGER, IKKE ELEKTRISKE for sprengning",1,1.1B,,"1
(+13)",,0,E0,P131,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1B,0360
0361,"TENNERSAMMENSTILLINGER, IKKE ELEKTRISKE for sprengning",1,1.4B,,1.4,,0,E0,P131,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0361
0362,"AMMUNISJON, ØVELSES",1,1.4G,,1.4,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0362
0363,"AMMUNISJON, PRØVE",1,1.4G,,1.4,,0,E0,"P130
LP101","PP67
L1",MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4G,0363
0364,"DETONATORER FOR
AMMUNISJON",1,1.2B,,"1
(+13)",,0,E0,P133,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2B,0364
0365,"DETONATORER FOR
AMMUNISJON",1,1.4B,,1.4,,0,E0,P133,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0365
0366,"DETONATORER FOR
AMMUNISJON",1,1.4S,,1.4,"
347",0,E0,P133,,MP23,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0366
0367,"BRANNRØR, TENNRØR",1,1.4S,,1.4,347,0,E0,P141,,MP23,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0367
0368,TENNMEKANISMER,1,1.4S,,1.4,,0,E0,P141,,MP23,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0368
0369,"STRIDSHODER, RAKETTER med sprengladning",1,1.1F,,"1
(+13)",,0,E0,"P130
LP101",,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1F,0369
0370,"STRIDSHODER, RAKETTER med sprengladning eller utstøterladning",1,1.4D,,1.4,,0,E0,"P130
LP101","PP67
L1",MP21,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4D,0370
0371,"STRIDSHODER, RAKETTER med sprengladning eller utstøterladning",1,1.4F,,1.4,,0,E0,"P130
LP101",,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4F,0371
0372,"GRANATER, ØVELSES, hånd eller gevær",1,1.2G,,1,,0,E0,P141,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2G,0372
0373,"SIGNALMIDLER, HÅND",1,1.4S,,1.4,,0,E0,P135,,MP23 MP24,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0373
0374,"LODDSKUDD, EKSPLOSIVE",1,1.1D,,"1
(+13)",,0,E0,"P134
LP102",,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1D,0374
0375,"LODDSKUDD, EKSPLOSIVE",1,1.2D,,1,,0,E0,"P134
LP102",,MP21,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2D,0375
0376,TENNPATRONER,1,1.4S,,1.4,,0,E0,P133,,MP23,,,,,,"4
(E)",V2,,"CV1
CV2
CV3",S1,CE1,1.4S,0376
0377,"TENNHETTER, TENNSKRUER",1,1.1B,,"1
(+13)",,0,E0,P133,,MP23,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.1B,0377
0378,"TENNHETTER, TENNSKRUER",1,1.4B,,1.4,,0,E0,P133,,MP23,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0378
0379,"PATRONHYLSER, TOMME, MED TENNHETTE",1,1.4C,,1.4,,0,E0,P136,,MP22,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4C,0379
0380,"GJENSTANDER, PYROFORE",1,1.2L,,"1
(+13)",,0,E0,P101,,MP1,,,,,,"0
(B)",V2,,"CV1
CV2
CV3
CV4",S1,,1.2L,0380
0381,"PATRONER, DRIV",1,1.2C,,1,,0,E0,"P134
LP102",,MP22,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2C,0381
0382,"KOMPONENTER FOR
TENNKJEDE, N.O.S.",1,1.2B,,"1
(+13)","178
274",0,E0,P101,,MP2,,,,,,"1
(B1000C)",V2,,"CV1
CV2
CV3",S1,,1.2B,0382
0383,"KOMPONENTER FOR
TENNKJEDE, N.O.S.",1,1.4B,,1.4,"178
274",0,E0,P101,,MP2,,,,,,"2
(E)",V2,,"CV1
CV2
CV3",S1,,1.4B,0383
